Date1,Date2,Dest_Name,Origin_Name,Price,QueryID,Seq,Total_Price,TripID
2017-05-10,2017-05-11,Barcelona,Atlanta,382.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",0,804.0,0
2017-05-19,2017-05-20,Amsterdam,Barcelona,56.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",1,804.0,0
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",2,804.0,0
2017-05-03,2017-05-04,Barcelona,Atlanta,394.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",0,814.0,1
2017-05-12,2017-05-13,Amsterdam,Barcelona,64.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",1,814.0,1
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",2,814.0,1
2017-05-09,2017-05-10,Barcelona,Atlanta,324.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",0,836.0,2
2017-05-18,2017-05-19,Amsterdam,Barcelona,38.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",1,836.0,2
2017-05-29,2017-05-30,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",2,836.0,2
2017-05-01,2017-05-02,Amsterdam,Atlanta,422.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",0,915.0,3
2017-05-10,2017-05-11,Barcelona,Amsterdam,42.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",1,915.0,3
2017-05-21,2017-05-22,Atlanta,Barcelona,451.0,"Atlanta, Amsterdam, Barcelona, 2017-05-01, 2017-05-31, 2, 21",2,915.0,3
2017-05-03,2017-05-04,Berlin,Atlanta,426.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,860.0,0
2017-05-12,2017-05-13,Amsterdam,Berlin,78.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,860.0,0
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,860.0,0
2017-05-10,2017-05-11,Berlin,Atlanta,423.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,886.0,1
2017-05-19,2017-05-20,Amsterdam,Berlin,97.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,886.0,1
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,886.0,1
2017-05-09,2017-05-10,Berlin,Atlanta,419.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,978.0,2
2017-05-18,2017-05-19,Amsterdam,Berlin,85.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,978.0,2
2017-05-29,2017-05-30,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,978.0,2
2017-05-01,2017-05-02,Amsterdam,Atlanta,422.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,1041.0,3
2017-05-10,2017-05-11,Berlin,Amsterdam,56.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,1041.0,3
2017-05-21,2017-05-22,Atlanta,Berlin,563.0,"Atlanta, Amsterdam, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,1041.0,3
2017-05-03,2017-05-04,Copenhagen,Atlanta,468.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,873.0,0
2017-05-14,2017-05-15,Amsterdam,Copenhagen,49.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,873.0,0
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,873.0,0
2017-05-10,2017-05-11,Copenhagen,Atlanta,468.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,884.0,1
2017-05-21,2017-05-22,Amsterdam,Copenhagen,50.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,884.0,1
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,884.0,1
2017-05-02,2017-05-03,Amsterdam,Atlanta,444.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,918.0,2
2017-05-11,2017-05-12,Copenhagen,Amsterdam,44.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,918.0,2
2017-05-22,2017-05-23,Atlanta,Copenhagen,430.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,918.0,2
2017-05-09,2017-05-10,Copenhagen,Atlanta,388.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,936.0,3
2017-05-18,2017-05-19,Amsterdam,Copenhagen,74.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,936.0,3
2017-05-29,2017-05-30,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,936.0,3
2017-05-09,2017-05-10,Amsterdam,Atlanta,370.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,871.0,0
2017-05-18,2017-05-19,Dublin,Amsterdam,32.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,871.0,0
2017-05-29,2017-05-30,Atlanta,Dublin,469.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,871.0,0
2017-05-03,2017-05-04,Dublin,Atlanta,518.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,906.0,1
2017-05-13,2017-05-14,Amsterdam,Dublin,32.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,906.0,1
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,906.0,1
2017-05-10,2017-05-11,Dublin,Atlanta,521.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,919.0,2
2017-05-20,2017-05-21,Amsterdam,Dublin,32.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,919.0,2
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,919.0,2
2017-05-02,2017-05-03,Amsterdam,Atlanta,444.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,948.0,3
2017-05-11,2017-05-12,Dublin,Amsterdam,32.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,948.0,3
2017-05-22,2017-05-23,Atlanta,Dublin,472.0,"Atlanta, Amsterdam, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,948.0,3
2017-05-03,2017-05-04,London,Atlanta,363.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",0,768.0,0
2017-05-13,2017-05-14,Amsterdam,London,49.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",1,768.0,0
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",2,768.0,0
2017-05-10,2017-05-11,London,Atlanta,458.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",0,873.0,1
2017-05-20,2017-05-21,Amsterdam,London,49.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",1,873.0,1
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",2,873.0,1
2017-05-09,2017-05-10,London,Atlanta,358.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",0,881.0,2
2017-05-20,2017-05-21,Amsterdam,London,49.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",1,881.0,2
2017-05-29,2017-05-30,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",2,881.0,2
2017-05-01,2017-05-02,London,Atlanta,363.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",0,929.0,3
2017-05-10,2017-05-11,Amsterdam,London,49.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",1,929.0,3
2017-05-21,2017-05-22,Atlanta,Amsterdam,517.0,"Atlanta, Amsterdam, London, 2017-05-01, 2017-05-31, 2, 21",2,929.0,3
2017-05-03,2017-05-04,Palma,Atlanta,544.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",0,945.0,0
2017-05-12,2017-05-13,Amsterdam,Palma,45.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",1,945.0,0
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",2,945.0,0
2017-05-10,2017-05-11,Palma,Atlanta,597.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",0,1011.0,1
2017-05-19,2017-05-20,Amsterdam,Palma,48.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",1,1011.0,1
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",2,1011.0,1
2017-05-02,2017-05-03,Amsterdam,Atlanta,444.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",0,1065.0,2
2017-05-13,2017-05-14,Palma,Amsterdam,57.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",1,1065.0,2
2017-05-22,2017-05-23,Atlanta,Palma,564.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",2,1065.0,2
2017-05-09,2017-05-10,Palma,Atlanta,544.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",0,1066.0,3
2017-05-19,2017-05-20,Amsterdam,Palma,48.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",1,1066.0,3
2017-05-29,2017-05-30,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Palma, 2017-05-01, 2017-05-31, 2, 21",2,1066.0,3
2017-05-03,2017-05-04,Amsterdam,Atlanta,418.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",0,828.0,0
2017-05-13,2017-05-14,Paris,Amsterdam,42.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",1,828.0,0
2017-05-23,2017-05-24,Atlanta,Paris,368.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",2,828.0,0
2017-05-10,2017-05-11,Paris,Atlanta,472.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",0,880.0,1
2017-05-19,2017-05-20,Amsterdam,Paris,42.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",1,880.0,1
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",2,880.0,1
2017-05-09,2017-05-10,Paris,Atlanta,370.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",0,881.0,2
2017-05-18,2017-05-19,Amsterdam,Paris,37.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",1,881.0,2
2017-05-29,2017-05-30,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",2,881.0,2
2017-05-02,2017-05-03,Amsterdam,Atlanta,444.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",0,900.0,3
2017-05-11,2017-05-12,Paris,Amsterdam,37.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",1,900.0,3
2017-05-22,2017-05-23,Atlanta,Paris,419.0,"Atlanta, Amsterdam, Paris, 2017-05-01, 2017-05-31, 2, 21",2,900.0,3
2017-05-03,2017-05-04,Rome,Atlanta,391.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",0,793.0,0
2017-05-12,2017-05-13,Amsterdam,Rome,46.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",1,793.0,0
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",2,793.0,0
2017-05-10,2017-05-11,Rome,Atlanta,397.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",0,822.0,1
2017-05-20,2017-05-21,Amsterdam,Rome,59.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",1,822.0,1
2017-05-30,2017-05-31,Atlanta,Amsterdam,366.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",2,822.0,1
2017-05-09,2017-05-10,Rome,Atlanta,356.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",0,889.0,2
2017-05-20,2017-05-21,Amsterdam,Rome,59.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",1,889.0,2
2017-05-29,2017-05-30,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",2,889.0,2
2017-05-07,2017-05-08,Rome,Atlanta,391.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",0,933.0,3
2017-05-17,2017-05-18,Amsterdam,Rome,68.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",1,933.0,3
2017-05-27,2017-05-28,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Rome, 2017-05-01, 2017-05-31, 2, 21",2,933.0,3
2017-05-03,2017-05-04,Vienna,Atlanta,446.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",0,913.0,0
2017-05-12,2017-05-13,Amsterdam,Vienna,111.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",1,913.0,0
2017-05-23,2017-05-24,Atlanta,Amsterdam,356.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",2,913.0,0
2017-05-02,2017-05-03,Amsterdam,Atlanta,444.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",0,1080.0,1
2017-05-11,2017-05-12,Vienna,Amsterdam,98.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",1,1080.0,1
2017-05-22,2017-05-23,Atlanta,Vienna,538.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",2,1080.0,1
2017-05-04,2017-05-05,Amsterdam,Atlanta,574.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",0,1175.0,2
2017-05-15,2017-05-16,Vienna,Amsterdam,95.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",1,1175.0,2
2017-05-24,2017-05-25,Atlanta,Vienna,506.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",2,1175.0,2
2017-05-07,2017-05-08,Vienna,Atlanta,650.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",0,1199.0,3
2017-05-16,2017-05-17,Amsterdam,Vienna,75.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",1,1199.0,3
2017-05-27,2017-05-28,Atlanta,Amsterdam,474.0,"Atlanta, Amsterdam, Vienna, 2017-05-01, 2017-05-31, 2, 21",2,1199.0,3
2017-05-03,2017-05-04,Berlin,Atlanta,426.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,873.0,0
2017-05-13,2017-05-14,Barcelona,Berlin,54.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,873.0,0
2017-05-23,2017-05-24,Atlanta,Barcelona,393.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,873.0,0
2017-05-04,2017-05-05,Berlin,Atlanta,491.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,932.0,1
2017-05-13,2017-05-14,Barcelona,Berlin,54.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,932.0,1
2017-05-24,2017-05-25,Atlanta,Barcelona,387.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,932.0,1
2017-05-02,2017-05-03,Barcelona,Atlanta,331.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,936.0,2
2017-05-11,2017-05-12,Berlin,Barcelona,55.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,936.0,2
2017-05-22,2017-05-23,Atlanta,Berlin,550.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,936.0,2
2017-05-10,2017-05-11,Berlin,Atlanta,423.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",0,958.0,3
2017-05-19,2017-05-20,Barcelona,Berlin,91.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",1,958.0,3
2017-05-30,2017-05-31,Atlanta,Barcelona,444.0,"Atlanta, Barcelona, Berlin, 2017-05-01, 2017-05-31, 2, 21",2,958.0,3
2017-05-02,2017-05-03,Barcelona,Atlanta,331.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,798.0,0
2017-05-11,2017-05-12,Copenhagen,Barcelona,37.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,798.0,0
2017-05-22,2017-05-23,Atlanta,Copenhagen,430.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,798.0,0
2017-05-10,2017-05-11,Barcelona,Atlanta,382.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,873.0,1
2017-05-20,2017-05-21,Copenhagen,Barcelona,59.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,873.0,1
2017-05-30,2017-05-31,Atlanta,Copenhagen,432.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,873.0,1
2017-05-04,2017-05-05,Copenhagen,Atlanta,468.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,909.0,2
2017-05-15,2017-05-16,Barcelona,Copenhagen,54.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,909.0,2
2017-05-24,2017-05-25,Atlanta,Barcelona,387.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,909.0,2
2017-05-03,2017-05-04,Copenhagen,Atlanta,468.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",0,919.0,3
2017-05-14,2017-05-15,Barcelona,Copenhagen,58.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",1,919.0,3
2017-05-23,2017-05-24,Atlanta,Barcelona,393.0,"Atlanta, Barcelona, Copenhagen, 2017-05-01, 2017-05-31, 2, 21",2,919.0,3
2017-05-05,2017-05-06,Barcelona,Atlanta,290.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,814.0,0
2017-05-16,2017-05-17,Dublin,Barcelona,54.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,814.0,0
2017-05-25,2017-05-26,Atlanta,Dublin,470.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,814.0,0
2017-05-02,2017-05-03,Barcelona,Atlanta,331.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,841.0,1
2017-05-11,2017-05-12,Dublin,Barcelona,38.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,841.0,1
2017-05-22,2017-05-23,Atlanta,Dublin,472.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,841.0,1
2017-05-09,2017-05-10,Barcelona,Atlanta,324.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,845.0,2
2017-05-18,2017-05-19,Dublin,Barcelona,52.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,845.0,2
2017-05-29,2017-05-30,Atlanta,Dublin,469.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,845.0,2
2017-05-10,2017-05-11,Barcelona,Atlanta,382.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",0,915.0,3
2017-05-21,2017-05-22,Dublin,Barcelona,64.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",1,915.0,3
2017-05-30,2017-05-31,Atlanta,Dublin,469.0,"Atlanta, Barcelona, Dublin, 2017-05-01, 2017-05-31, 2, 21",2,915.0,3
2017-05-04,2017-05-05,London,Atlanta,364.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",0,783.0,0
2017-05-15,2017-05-16,Barcelona,London,32.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",1,783.0,0
2017-05-24,2017-05-25,Atlanta,Barcelona,387.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",2,783.0,0
2017-05-03,2017-05-04,London,Atlanta,363.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",0,795.0,1
2017-05-13,2017-05-14,Barcelona,London,39.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",1,795.0,1
2017-05-23,2017-05-24,Atlanta,Barcelona,393.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",2,795.0,1
2017-05-02,2017-05-03,London,Atlanta,363.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",0,844.0,2
2017-05-13,2017-05-14,Barcelona,London,39.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",1,844.0,2
2017-05-22,2017-05-23,Atlanta,Barcelona,442.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",2,844.0,2
2017-05-01,2017-05-02,London,Atlanta,363.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",0,851.0,3
2017-05-10,2017-05-11,Barcelona,London,37.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",1,851.0,3
2017-05-21,2017-05-22,Atlanta,Barcelona,451.0,"Atlanta, Barcelona, London, 2017-05-01, 2017-05-31, 2, 21",2,851.0,3
2017-05-02,2017-05-03,Barcelona,Atlanta,331.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",0,922.0,0
2017-05-11,2017-05-12,Palma,Barcelona,27.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",1,922.0,0
2017-05-22,2017-05-23,Atlanta,Palma,564.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",2,922.0,0
2017-05-03,2017-05-04,Palma,Atlanta,544.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",0,954.0,1
2017-05-13,2017-05-14,Barcelona,Palma,17.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",1,954.0,1
2017-05-23,2017-05-24,Atlanta,Barcelona,393.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",2,954.0,1
2017-05-01,2017-05-02,Palma,Atlanta,579.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",0,1046.0,2
2017-05-10,2017-05-11,Barcelona,Palma,16.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",1,1046.0,2
2017-05-21,2017-05-22,Atlanta,Barcelona,451.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",2,1046.0,2
2017-05-10,2017-05-11,Palma,Atlanta,597.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",0,1058.0,3
2017-05-21,2017-05-22,Barcelona,Palma,17.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",1,1058.0,3
2017-05-30,2017-05-31,Atlanta,Barcelona,444.0,"Atlanta, Barcelona, Palma, 2017-05-01, 2017-05-31, 2, 21",2,1058.0,3
2017-05-02,2017-05-03,Barcelona,Atlanta,331.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",0,777.0,0
2017-05-11,2017-05-12,Paris,Barcelona,27.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",1,777.0,0
2017-05-22,2017-05-23,Atlanta,Paris,419.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",2,777.0,0
2017-05-10,2017-05-11,Barcelona,Atlanta,382.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",0,787.0,1
2017-05-19,2017-05-20,Paris,Barcelona,34.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",1,787.0,1
2017-05-30,2017-05-31,Atlanta,Paris,371.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",2,787.0,1
2017-05-03,2017-05-04,Barcelona,Atlanta,394.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",0,799.0,2
2017-05-12,2017-05-13,Paris,Barcelona,37.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",1,799.0,2
2017-05-23,2017-05-24,Atlanta,Paris,368.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",2,799.0,2
2017-05-09,2017-05-10,Barcelona,Atlanta,324.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",0,847.0,3
2017-05-19,2017-05-20,Paris,Barcelona,34.0,"Atlanta, Barcelona, Paris, 2017-05-01, 2017-05-31, 2, 21",1,847.0,3
